"ID","lat","lon","Agency","Bureau","Installation Name","City","State","Zip code","Real Property Type","Real Property Use","RPUID","Likely Disposition Outcome","Map Label"
2467,"44.6515","-115.65611","Agriculture","Forest Service","BOISE NATIONAL FOREST","McCall","Idaho",83638,"Building","Service","F4035.002731","Demolition","Excess Asset"
2468,"44.923513","-115.480668","Agriculture","Forest Service","BOISE NATIONAL FOREST","McCall","Idaho",83638,"Building","All Other","F4339.002731","Demolition","Excess Asset"
2469,"44.42088","-115.40496","Agriculture","Forest Service","BOISE NATIONAL FOREST","McCall","Idaho",83638,"Building","Dormitories/Barracks","F4346.002731","Demolition","Excess Asset"
2470,"44.657311","-115.545857","Agriculture","Forest Service","BOISE NATIONAL FOREST","McCall","Idaho",83638,"Building","Service","F9747010312","Demolition","Excess Asset"
2475,"42.81475504","-111.35031897","Agriculture","Forest Service","CARIBOU NATIONAL FOREST","WAYAN","Idaho",83276,"Building","All Other","F1496.002861","Demolition","Excess Asset"
2478,"45.17281335","-115.57795663","Agriculture","Forest Service","PAYETTE NATIONAL FOREST","McCall","Idaho",83638,"Building","All Other","F1288.003141","Demolition","Excess Asset"
2479,"44.97454738","-115.72900597","Agriculture","Forest Service","PAYETTE NATIONAL FOREST","McCall","Idaho",83638,"Building","All Other","F16092010444","Demolition","Excess Asset"
2485,"43.33595","-115.48217","Agriculture","Forest Service","BOISE NATIONAL FOREST","Mountain Home","Idaho",83647,"Building","Industrial","F23430010312","Demolition","Excess Asset"
2489,"48.86097222","-117.00122222","Agriculture","Forest Service","IPF","Bonners Ferry","Idaho",83805,"Building","All Other","F6931010359","Demolition","Excess Asset"
2499,"45.6039","-116.4174","Agriculture","Forest Service","WALLOWA WHITMAN NF","LUCILE","Idaho",83542,"Building","Dormitories/Barracks","F1979.005421","Demolition","Excess Asset"
2500,"45.4129","-116.3278","Agriculture","Forest Service","WALLOWA WHITMAN NF","RIGGINS","Idaho",83549,"Building","All Other","F2024.005421","Demolition","Excess Asset"
2501,"46.93041171","-116.91064695","Agriculture","Forest Service","CLEARWATER NF","POTLATCH","Idaho",83855,"Building","All Other","F2274.000411","Demolition","Excess Asset"
2502,"45.6365985","-116.4695999","Agriculture","Forest Service","WALLOWA WHITMAN NF","LUCILE","Idaho",83542,"Building","Service","F2370.005421","Demolition","Excess Asset"
2503,"43.8117","-115.3636","Agriculture","Forest Service","BOISE NATIONAL FOREST","FEATHERVILLE","Idaho",83601,"Building","Service","F3081010312","Demolition","Excess Asset"
2504,"43.834614","-115.84261","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F3084010312","Demolition","Excess Asset"
2505,"43.834614","-115.84261","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F3092010312","Demolition","Excess Asset"
2506,"44.528781","-115.979574","Agriculture","Forest Service","BOISE NATIONAL FOREST","CASCADE","Idaho",83611,"Building","Industrial","F3093010312","Demolition","Excess Asset"
2507,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","Dormitories/Barracks","F3976.002731","Demolition","Excess Asset"
2508,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","Dormitories/Barracks","F3984.002731","Demolition","Excess Asset"
2509,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","Dormitories/Barracks","F3986.002731","Demolition","Excess Asset"
2510,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","Dormitories/Barracks","F3989.002731","Demolition","Excess Asset"
2511,"44.074065","-115.591495","Agriculture","Forest Service","BOISE NATIONAL FOREST","LOWMAN","Idaho",83637,"Building","Dormitories/Barracks","F4073.002731","Demolition","Excess Asset"
2512,"44.074065","-115.591495","Agriculture","Forest Service","BOISE NATIONAL FOREST","LOWMAN","Idaho",83637,"Building","Dormitories/Barracks","F4078.002731","Demolition","Excess Asset"
2513,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","Dormitories/Barracks","F4082.002731","Demolition","Excess Asset"
2514,"44.37318","-116.30188","Agriculture","Forest Service","BOISE NATIONAL FOREST","OLA","Idaho",83657,"Building","All Other","F4185.002731","Demolition","Excess Asset"
2515,"43.8117","-115.3636","Agriculture","Forest Service","BOISE NATIONAL FOREST","FEATHERVILLE","Idaho",83601,"Building","All Other","F4284.002731","Demolition","Excess Asset"
2516,"43.8117","-115.3636","Agriculture","Forest Service","BOISE NATIONAL FOREST","FEATHERVILLE","Idaho",83601,"Building","All Other","F4344.002731","Demolition","Excess Asset"
2517,"45.6424","-116.3807","Agriculture","Forest Service","NEZ PERCE NATIONAL FOREST","LUCILE","Idaho",83542,"Building","All Other","F4478010277","Demolition","Excess Asset"
2518,"45.5985","-116.1338","Agriculture","Forest Service","NEZ PERCE NATIONAL FOREST","LUCILE","Idaho",83542,"Building","All Other","F4597010277","Demolition","Excess Asset"
2519,"45.5985","-116.1338","Agriculture","Forest Service","NEZ PERCE NATIONAL FOREST","LUCILE","Idaho",83542,"Building","All Other","F4598010277","Demolition","Excess Asset"
2520,"46.093","-115.5368","Agriculture","Forest Service","NEZ PERCE NATIONAL FOREST","ELK CITY","Idaho",83525,"Building","Family Housing","F46804010277","Demolition","Excess Asset"
2521,"45.02038004","-116.43298003","Agriculture","Forest Service","PAYETTE NATIONAL FOREST","NEW MEADOWS","Idaho",83654,"Building","Service","F4690010444","Demolition","Excess Asset"
2522,"44.074065","-115.591495","Agriculture","Forest Service","BOISE NATIONAL FOREST","LOWMAN","Idaho",83637,"Building","All Other","F5559.002731","Demolition","Excess Asset"
2523,"43.820724","-115.850942","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F6921010312","Demolition","Excess Asset"
2524,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F7352010312","Demolition","Excess Asset"
2525,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F7355010312","Demolition","Excess Asset"
2526,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F7356010312","Demolition","Excess Asset"
2527,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F7360010312","Demolition","Excess Asset"
2528,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F7361010312","Demolition","Excess Asset"
2529,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F7362010312","Demolition","Excess Asset"
2530,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F7367010312","Demolition","Excess Asset"
2531,"43.829867","-115.83516","Agriculture","Forest Service","BOISE NATIONAL FOREST","IDAHO CITY","Idaho",83631,"Building","All Other","F7368010312","Demolition","Excess Asset"
2825,"41.36903317","-88.03420963","Agriculture","Forest Service","MIDEWIN NTP","SYMERTON","Illinois",60481,"Building","All Other","F151010459","Demolition","Excess Asset"
2826,"41.36902154","-88.0324951","Agriculture","Forest Service","MIDEWIN NTP","SYMERTON","Illinois",60481,"Building","All Other","F174010459","Demolition","Excess Asset"
2827,"41.3690288","-88.02917152","Agriculture","Forest Service","MIDEWIN NTP","SYMERTON","Illinois",60481,"Building","All Other","F204010459","Demolition","Excess Asset"
2828,"41.35868478","-88.08780931","Agriculture","Forest Service","MIDEWIN NTP","SYMERTON","Illinois",60481,"Building","Warehouses","F343010459","Demolition","Excess Asset"
2829,"41.3689697","-88.15408429","Agriculture","Forest Service","MIDEWIN NTP","ELWOOD","Illinois",60481,"Building","All Other","F458010459","Demolition","Excess Asset"
2830,"41.366818","-88.15262866","Agriculture","Forest Service","MIDEWIN NTP","ELWOOD","Illinois",60481,"Building","All Other","F474010459","Demolition","Excess Asset"
2831,"41.3580143","-88.15387054","Agriculture","Forest Service","MIDEWIN NTP","WILMINGTON","Illinois",60481,"Building","All Other","F480010459","Demolition","Excess Asset"
2832,"41.36893125","-88.08627196","Agriculture","Forest Service","MIDEWIN NTP","ELWOOD","Illinois",60481,"Building","All Other","F548010459","Demolition","Excess Asset"
2833,"41.35724539","-88.0383757","Agriculture","Forest Service","MIDEWIN NTP","SYMERTON","Illinois",60481,"Building","Service","F555010459","Demolition","Excess Asset"
2834,"41.35549805","-88.04284622","Agriculture","Forest Service","MIDEWIN NTP","SYMERTON","Illinois",60481,"Building","Service","F556010459","Demolition","Excess Asset"
2835,"41.36035562","-88.04256623","Agriculture","Forest Service","MIDEWIN NTP","SYMERTON","Illinois",60481,"Building","Service","F557010459","Demolition","Excess Asset"
2836,"41.34218023","-88.13220911","Agriculture","Forest Service","MIDEWIN NTP","WILMINGTON","Illinois",60481,"Building","Industrial","F578099","Demolition","Excess Asset"
2837,"41.34218023","-88.13220911","Agriculture","Forest Service","MIDEWIN NTP","WILMINGTON","Illinois",60481,"Building","All Other","F578103","Demolition","Excess Asset"
2838,"41.34218023","-88.13220911","Agriculture","Forest Service","MIDEWIN NTP","WILMINGTON","Illinois",60481,"Building","Warehouses","F578115","Demolition","Excess Asset"
2839,"41.35783007","-88.08388542","Agriculture","Forest Service","MIDEWIN NTP","SYMERTON","Illinois",60481,"Building","Service","F578121","Demolition","Excess Asset"
2840,"41.35786212","-88.08335133","Agriculture","Forest Service","MIDEWIN NTP","SYMERTON","Illinois",60481,"Building","All Other","F578283","Demolition","Excess Asset"
2841,"41.34218023","-88.13220911","Agriculture","Forest Service","MIDEWIN NTP","WILMINGTON","Illinois",60481,"Building","All Other","F578387","Demolition","Excess Asset"
2842,"41.34218023","-88.13220911","Agriculture","Forest Service","MIDEWIN NTP","WILMINGTON","Illinois",60481,"Building","All Other","F578421","Demolition","Excess Asset"
3473,"36.76658","-88.050833","Agriculture","Forest Service","LAND BETWEEN THE LAKES NRA - KENTUCKY","CANTON","Kentucky",42211,"Building","All Other","F386010663","Demolition","Excess Asset"
3474,"36.76661862","-88.05071067","Agriculture","Forest Service","LAND BETWEEN THE LAKES NRA - KENTUCKY","CANTON","Kentucky",42211,"Building","All Other","F387010663","Demolition","Excess Asset"
3514,"31.20236111","-91.69619444","Agriculture","Forest Service","NF IN MISSISSIPPI","BIG BEND","Louisiana",71351,"Building","Service","F1517.006251","Demolition","Excess Asset"
3549,"44.39764254","-70.93243044","Agriculture","Forest Service","WHITE MOUNTAIN NF ME","GILEAD","Maine",4217,"Building","Family Housing","F1121.007961","Demolition","Excess Asset"
3550,"44.411663","-70.797027","Agriculture","Forest Service","WHITE MOUNTAIN NF ME","BETHEL","Maine",4217,"Building","All Other","F1657.007961","Demolition","Excess Asset"
3551,"44.39611872","-70.93112268","Agriculture","Forest Service","WHITE MOUNTAIN NF ME","GILEAD","Maine",4217,"Building","Industrial","F3169010566","Demolition","Excess Asset"
3552,"44.39718767","-70.93142972","Agriculture","Forest Service","WHITE MOUNTAIN NF ME","GILEAD","Maine",4217,"Building","Service","F3170010566","Demolition","Excess Asset"
3553,"44.39700572","-70.9317595","Agriculture","Forest Service","WHITE MOUNTAIN NF ME","GILEAD","Maine",4217,"Building","Service","F3171010566","Demolition","Excess Asset"
3554,"44.39748903","-70.93171401","Agriculture","Forest Service","WHITE MOUNTAIN NF ME","GILEAD","Maine",4217,"Building","All Other","F3544010566","Demolition","Excess Asset"
3615,"46.210132","-86.627683","Agriculture","Forest Service","HIAWATHA NATIONAL FOREST","WETMORE","Michigan",49895,"Building","Service","F1071.007671","Demolition","Excess Asset"
3616,"45.994981","-84.83343","Agriculture","Forest Service","HIAWATHA NATIONAL FOREST","MORAN","Michigan",49781,"Building","Warehouses","F1116.007671","Demolition","Excess Asset"
3617,"46.359413","-84.787073","Agriculture","Forest Service","HIAWATHA NATIONAL FOREST","BRIMLEY","Michigan",49752,"Building","Service","F2701.007671","Demolition","Excess Asset"
3995,"31.26688889","-91.19502777","Agriculture","Forest Service","NF IN MISSISSIPPI","Hazlehurst","Mississippi",39633,"Building","Service","F1936.006251","Demolition","Excess Asset"
4017,"33.9597","-88.9177","Agriculture","Forest Service","NF IN MISSISSIPPI","HOUSTON","Mississippi",38851,"Building","Service","F3962.006251","Demolition","Excess Asset"
4018,"31.0836","-89.0537","Agriculture","Forest Service","NF IN MISSISSIPPI","NEW AUGUSTA","Mississippi",39462,"Building","All Other","F4463.006251","Demolition","Excess Asset"
4019,"34.00168333","-89.79532611","Agriculture","Forest Service","NF IN MISSISSIPPI","TILLATOBA","Mississippi",38922,"Building","Communications Systems","F463010455","Demolition","Excess Asset"
4020,"34.00149361","-89.79527333","Agriculture","Forest Service","NF IN MISSISSIPPI","TILLATOBA","Mississippi",38922,"Building","Service","F464010455","Demolition","Excess Asset"
4051,"31.0849","-89.0528","Agriculture","Forest Service","NF IN MISSISSIPPI","NEW AUGUSTA","Mississippi",39462,"Building","Service","F3639.006251","Demolition","New Excess Asset Identified in 2010"
4052,"30.6892","-89.0647","Agriculture","Forest Service","NF IN MISSISSIPPI","MCHENRY","Mississippi",39573,"Building","Service","F1460.006251","Demolition","New Excess Asset Identified in 2010"
4104,"37.56805556","-90.28222223","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","JUNCTION CITY","Missouri",63645,"Building","Office","F1069.007271","Demolition","Excess Asset"
4105,"37.56805556","-90.28222223","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","JUNCTION CITY","Missouri",63645,"Building","Office","F1070.007271","Demolition","Excess Asset"
4106,"37.53541666","-92.12583334","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","ROBY","Missouri",65552,"Building","All Other","F1116.007271","Demolition","Excess Asset"
4107,"37.77261111","-91.10333333","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","DAVISVILLE","Missouri",65456,"Building","All Other","F1200.007271","Demolition","Excess Asset"
4108,"37.93961111","-90.79527777","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","POTOSI","Missouri",63664,"Building","All Other","F1203.007271","Demolition","Excess Asset"
4109,"36.78305556","-90.41944445","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","POPLAR BLUFF","Missouri",63901,"Building","All Other","F1210.007271","Demolition","Excess Asset"
4110,"36.88894444","-91.0225","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","VAN BUREN","Missouri",63965,"Building","Service","F1257.007271","Demolition","Excess Asset"
4111,"36.89902777","-91.44305555","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","BIRCH TREE","Missouri",65438,"Building","Service","F1263.007271","Demolition","Excess Asset"
4112,"36.8725","-90.40388889","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","POPLAR BLUFF","Missouri",63901,"Building","Service","F1270.007271","Demolition","Excess Asset"
4113,"36.97083334","-90.5475","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","WILLIAMSVILLE","Missouri",63967,"Building","Service","F1271.007271","Demolition","Excess Asset"
4114,"37.77261111","-91.10333333","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","DAVISVILLE","Missouri",65456,"Building","Service","F303134010602","Demolition","Excess Asset"
4162,"36.83591666","-91.19861111","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","FREMONT","Missouri",63941,"Building","Service","F525560010602","Demolition","New Excess Asset Identified in 2010"
4163,"36.7025","-93.61","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","SHELL KNOB","Missouri",65605,"Building","Service","F1278.007271","Demolition","New Excess Asset Identified in 2010"
4164,"36.66611111","-93.71","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","SHELL KNOB","Missouri",65625,"Building","Service","F1277.007271","Demolition","New Excess Asset Identified in 2010"
4165,"36.52833334","-93.835","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","EAGLE ROCK","Missouri",65745,"Building","Service","F1279.007271","Demolition","New Excess Asset Identified in 2010"
4166,"36.9525","-92.11222222","Agriculture","Forest Service","MARK TWAIN NATIONAL FOREST","VANZANT","Missouri",65768,"Building","Service","F1260.007271","Demolition","New Excess Asset Identified in 2010"
4210,"45.18268791","-108.42890051","Agriculture","Forest Service","CUSTER NATIONAL FOREST","Bridger","Montana",59014,"Building","All Other","F1137.000471","Demolition","Excess Asset"
4211,"45.0903276","-108.43928392","Agriculture","Forest Service","CUSTER NATIONAL FOREST","Bridger","Montana",59014,"Building","Service","F60695010355","Demolition","Excess Asset"
4212,"45.18259251","-108.42897341","Agriculture","Forest Service","CUSTER NATIONAL FOREST","Bridger","Montana",59014,"Building","Service","F60731010355","Demolition","Excess Asset"
4215,"45.0212851","-109.27773187","Agriculture","Forest Service","CUSTER NATIONAL FOREST","Red Lodge","Montana",59068,"Building","Service","F60691010355","Demolition","Excess Asset"
4219,"47.86890239","-112.6400675","Agriculture","Forest Service","LEWIS & CLARK NF","Choteau","Montana",59422,"Building","All Other","F2774.000851","Demolition","Excess Asset"
4220,"47.86886231","-112.6399694","Agriculture","Forest Service","LEWIS & CLARK NF","Choteau","Montana",59422,"Building","All Other","F2775.000851","Demolition","Excess Asset"
4221,"47.86894878","-112.6401394","Agriculture","Forest Service","LEWIS & CLARK NF","Choteau","Montana",59422,"Building","Service","F4289010344","Demolition","Excess Asset"
4222,"47.6245914","-112.738055","Agriculture","Forest Service","LEWIS & CLARK NF","Choteau","Montana",59422,"Building","Service","F4297010344","Demolition","Excess Asset"
4226,"46.73564547","-110.8499632","Agriculture","Forest Service","LEWIS & CLARK NF","White Sulphur Springs","Montana",59645,"Building","Service","F4162010344","Demolition","Excess Asset"
4231,"46.92425556","-114.09315277","Agriculture","Forest Service","AERIAL FIRE DEPOT","Missoula","Montana",59808,"Building","All Other","F5272.000171","Demolition","Excess Asset"
4232,"46.92425556","-114.09315277","Agriculture","Forest Service","AERIAL FIRE DEPOT","Missoula","Montana",59808,"Building","All Other","F5273.000171","Demolition","Excess Asset"
4239,"47.5978749","-115.22772566","Agriculture","Forest Service","LOLO NATIONAL FOREST","Thompson Falls","Montana",59873,"Building","All Other","F1165.000911","Demolition","Excess Asset"
4240,"47.59638465","-115.22847851","Agriculture","Forest Service","LOLO NATIONAL FOREST","Thompson Falls","Montana",59873,"Building","All Other","F2330.000911","Demolition","Excess Asset"
4255,"48.907667","-115.66045","Agriculture","Forest Service","KOOTENAI NATIONAL FOREST","Troy","Montana",59935,"Building","Industrial","F1639.000781","Demolition","Excess Asset"
4261,"46.58708333","-112.0042222","Agriculture","Forest Service","HELENA NATIONAL FOREST","HELENA","Montana",59601,"Building","All Other","F1018.000741","Demolition","Excess Asset"
4262,"46.60213889","-112.0043611","Agriculture","Forest Service","HELENA NATIONAL FOREST","HELENA","Montana",59601,"Building","All Other","F1020.000741","Demolition","Excess Asset"
4263,"47.46507142","-114.88111349","Agriculture","Forest Service","LOLO NATIONAL FOREST","PLAINS","Montana",59859,"Building","All Other","F1163.000911","Demolition","Excess Asset"
4264,"45.816076","-114.260417","Agriculture","Forest Service","BITTERROOT NATIONAL FOREST","CONNER","Montana",59829,"Building","All Other","F12554010374","Demolition","Excess Asset"
4265,"47.16023577","-113.05447766","Agriculture","Forest Service","LOLO NATIONAL FOREST","OVANDO","Montana",59854,"Building","Service","F1318.000911","Demolition","Excess Asset"
4266,"47.58443","-113.73605","Agriculture","Forest Service","FLATHEAD NATIONAL FOREST","CONDON","Montana",59826,"Building","All Other","F1389.000621","Demolition","Excess Asset"
4267,"47.58432","-113.73659","Agriculture","Forest Service","FLATHEAD NATIONAL FOREST","CONDON","Montana",59826,"Building","All Other","F1390.000621","Demolition","Excess Asset"
4268,"48.35454","-115.03818","Agriculture","Forest Service","KOOTENAI NATIONAL FOREST","WARLAND","Montana",59923,"Building","Warehouses","F1621.000781","Demolition","Excess Asset"
4269,"45.81941","-113.954684","Agriculture","Forest Service","BITTERROOT NATIONAL FOREST","SULA","Montana",59871,"Building","All Other","F1799.000271","Demolition","Excess Asset"
4271,"47.60117254","-115.34130455","Agriculture","Forest Service","LOLO NATIONAL FOREST","THOMPSON FALLS","Montana",59873,"Building","All Other","F2327.000911","Demolition","Excess Asset"
4272,"46.32476667","-111.49812777","Agriculture","Forest Service","HELENA NATIONAL FOREST","TOWNSEND","Montana",59644,"Building","Industrial","F24943010347","Demolition","Excess Asset"
4273,"47.46361906","-112.7134114","Agriculture","Forest Service","LEWIS & CLARK NF","AUGUSTA","Montana",59410,"Building","Dormitories/Barracks","F2748.000851","Demolition","Excess Asset"
4274,"47.47819467","-110.61049","Agriculture","Forest Service","LEWIS & CLARK NF","SHONKIN","Montana",59450,"Building","All Other","F2769.000851","Demolition","Excess Asset"
4275,"47.0095051","-110.7686401","Agriculture","Forest Service","LEWIS & CLARK NF","NEIHART","Montana",59465,"Building","All Other","F2797.000851","Demolition","Excess Asset"
4276,"47.15628236","-110.2221022","Agriculture","Forest Service","LEWIS & CLARK NF","STANFORD","Montana",59479,"Building","Family Housing","F2824.000851","Demolition","Excess Asset"
4277,"46.33877777","-112.29152777","Agriculture","Forest Service","BVD-DRLG NATIONAL FOREST","BASIN","Montana",59634,"Building","Service","F299484010602","Demolition","Excess Asset"
4278,"48.38235","-114.05508","Agriculture","Forest Service","FLATHEAD NATIONAL FOREST","HUNGRY HORSE","Montana",59901,"Building","All Other","F38235010259","Demolition","Excess Asset"
4279,"47.1560234","-110.2230336","Agriculture","Forest Service","LEWIS & CLARK NF","STANFORD","Montana",59479,"Building","All Other","F3927010344","Demolition","Excess Asset"
4280,"48.88401389","-115.51890556","Agriculture","Forest Service","KOOTENAI NATIONAL FOREST","REXFORD","Montana",59935,"Building","Service","F40207010264","Demolition","Excess Asset"
4281,"46.43859434","-109.850503","Agriculture","Forest Service","LEWIS & CLARK NF","HARLOWTON","Montana",59085,"Building","All Other","F4152010344","Demolition","Excess Asset"
4282,"47.00961908","-110.7684881","Agriculture","Forest Service","LEWIS & CLARK NF","NEIHART","Montana",59465,"Building","All Other","F4159010344","Demolition","Excess Asset"
4283,"47.46378721","-112.7135999","Agriculture","Forest Service","LEWIS & CLARK NF","AUGUSTA","Montana",59410,"Building","Service","F4291010344","Demolition","Excess Asset"
4284,"47.33910778","-112.5648439","Agriculture","Forest Service","LEWIS & CLARK NF","AUGUSTA","Montana",59410,"Building","Service","F4456010344","Demolition","Excess Asset"
4285,"45.17320237","-109.43477905","Agriculture","Forest Service","CUSTER NATIONAL FOREST","LUTHER","Montana",59068,"Structure","Roads and Bridges","S61493010355","Demolition","Excess Asset"
4425,"41.90300374","-100.31174385","Agriculture","Forest Service","NEBRASKA & MCKELVIE NF'S","HALSEY","Nebraska",69142,"Building","All Other","F1753.001341","Demolition","Excess Asset"
4426,"42.69107431","-101.14320315","Agriculture","Forest Service","NEBRASKA & MCKELVIE NF'S","NENZEL","Nebraska",69201,"Building","All Other","F1764.001341","Demolition","Excess Asset"
4427,"42.69087375","-101.14407652","Agriculture","Forest Service","NEBRASKA & MCKELVIE NF'S","NENZEL","Nebraska",69201,"Building","All Other","F1772.001341","Demolition","Excess Asset"
4428,"42.69081032","-101.1434925","Agriculture","Forest Service","NEBRASKA & MCKELVIE NF'S","NENZEL","Nebraska",69201,"Building","All Other","F1773.001341","Demolition","Excess Asset"
4429,"41.90224716","-100.30620742","Agriculture","Forest Service","NEBRASKA & MCKELVIE NF'S","HALSEY","Nebraska",69142,"Building","Office","F1782.001341","Demolition","Excess Asset"
4430,"42.69149206","-101.14379398","Agriculture","Forest Service","NEBRASKA & MCKELVIE NF'S","NENZEL","Nebraska",69201,"Building","All Other","F2207.001341","Demolition","Excess Asset"
4479,"41.11230447","-114.97317148","Agriculture","Forest Service","HUMBOLDT NATIONAL FOREST","WELLS","Nevada",89835,"Building","All Other","F1066.003031","Demolition","Excess Asset"
4480,"39.001545","-119.759253","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","MINDEN","Nevada",89423,"Building","All Other","F1198.003341","Demolition","Excess Asset"
4481,"39.001451","-119.759313","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","MINDEN","Nevada",89423,"Building","All Other","F1199.003341","Demolition","Excess Asset"
4482,"39.5027406","-117.08140942","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","AUSTIN","Nevada",89310,"Building","Industrial","F1227.003341","Demolition","Excess Asset"
4483,"39.5027406","-117.08140942","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","AUSTIN","Nevada",89310,"Building","Family Housing","F1239.003341","Demolition","Excess Asset"
4484,"39.5027406","-117.08140942","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","AUSTIN","Nevada",89310,"Building","All Other","F1240.003341","Demolition","Excess Asset"
4485,"39.00155","-119.75908","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","MINDEN","Nevada",89423,"Building","All Other","F1295.003341","Demolition","Excess Asset"
4486,"39.152774","-119.767742","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","CARSON CITY","Nevada",89703,"Building","All Other","F20317010386","Demolition","Excess Asset"
4487,"39.11978847","-117.27407294","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","Round Mountain","Nevada",89045,"Building","Service","F9785010386","Demolition","Excess Asset"
4489,"38.05699444","-115.66085556","Agriculture","Forest Service","HUMBOLDT NATIONAL FOREST","Tonopah","Nevada",89049,"Building","Service","F16364010386","Demolition","Excess Asset"
4491,"38.443446","-116.793819","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","Tonopah","Nevada",89049,"Building","Service","F1272.003341","Demolition","Excess Asset"
4492,"38.631952","-116.582751","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","Tonopah","Nevada",89049,"Building","Service","F15875010386","Demolition","Excess Asset"
4494,"38.754434","-114.308875","Agriculture","Forest Service","HUMBOLDT NATIONAL FOREST","Baker","Nevada",89311,"Building","Service","F16366010386","Demolition","Excess Asset"
4499,"39.5027406","-117.08140942","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","AUSTIN","Nevada",89310,"Building","All Other","F63010386","Demolition","Excess Asset"
4502,"38.789655","-117.390036","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","Gabbs","Nevada",89409,"Building","Service","F1258.003341","Demolition","Excess Asset"
4503,"38.676497","-117.500109","Agriculture","Forest Service","TOIYABE NATIONAL FOREST","Gabbs","Nevada",89409,"Building","All Other","F1282.003341","Demolition","Excess Asset"
4511,"40.73195934","-115.22990708","Agriculture","Forest Service","BUES CANYON WORK STATION S&PF","Spring Creek","Nevada",89815,"Building","Service","F9778010386","Demolition","Excess Asset"
4517,"41.78833333","-117.55361111","Agriculture","Forest Service","HUMBOLDT NATIONAL FOREST","MCDERMITT","Nevada",89426,"Building","Communications Systems","F9696010386","Demolition","Excess Asset"
4518,"41.789045","-115.948756","Agriculture","Forest Service","HUMBOLDT NATIONAL FOREST","Mountain City","Nevada",89831,"Building","Industrial","F1021.003031","Demolition","Excess Asset"
4519,"41.789045","-115.948756","Agriculture","Forest Service","HUMBOLDT NATIONAL FOREST","Mountain City","Nevada",89831,"Building","All Other","F1025.003031","Demolition","Excess Asset"
4520,"41.750962","-115.6759622","Agriculture","Forest Service","HUMBOLDT NATIONAL FOREST","Mountain City","Nevada",89831,"Building","All Other","F1872.003031","Demolition","Excess Asset"
